Smic9705 SmicGene9705	ko00270 Cysteine and methionine metabolism;ko00330 Arginine and proline metabolism;ko00480 Glutathione metabolism;ko00410 beta-Alanine metabolism
Smic18216 SmicGene18216	ko00040 Pentose and glucuronate interconversions
Smic36894 SmicGene36894	ko00965 Betalain biosynthesis;ko00380 Tryptophan metabolism;ko00901 Indole alkaloid biosynthesis;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Smic26882 SmicGene26882	ko00604 Glycosphingolipid biosynthesis - ganglio series
Smic10828 SmicGene10828	ko05016 Huntington's disease;ko04142 Lysosome;ko04144 Endocytosis
Smic6517 SmicGene6517	ko03010 Ribosome
Smic36591 SmicGene36591	ko00230 Purine metabolism;ko04113 Meiosis - yeast
Smic35111 SmicGene35111	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
Smic20953 SmicGene20953	ko00628 Fluorene degradation;ko00626 Naphthalene and anthracene degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic3925 SmicGene3925	ko03040 Spliceosome
Smic9710 SmicGene9710	ko00564 Glycerophospholipid metabolism
Smic30760 SmicGene30760	ko03018 RNA degradation
Smic7059 SmicGene7059	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko05010 Alzheimer's disease;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic39355 SmicGene39355	ko00534 Heparan sulfate biosynthesis;ko00532 Chondroitin sulfate biosynthesis
Smic16235 SmicGene16235	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic15681 SmicGene15681	ko03320 PPAR signaling pathway;ko05016 Huntington's disease
Smic8693 SmicGene8693	ko03050 Proteasome
Smic5410 SmicGene5410	ko03450 Non-homologous end-joining
Smic17396 SmicGene17396	ko03440 Homologous recombination
Smic6940 SmicGene6940	ko03050 Proteasome
Smic11418 SmicGene11418	ko05012 Parkinson's disease;ko04120 Ubiquitin mediated proteolysis
Smic9847 SmicGene9847	ko03010 Ribosome
Smic29230 SmicGene29230	ko00240 Pyrimidine metabolism
Smic32341 SmicGene32341	ko04626 Plant-pathogen interaction
Smic28872 SmicGene28872	ko00983 Drug metabolism - other enzymes
Smic39201 SmicGene39201	ko00190 Oxidative phosphorylation
Smic19171 SmicGene19171	ko00230 Purine metabolism;ko03030 DNA replication;ko00240 Pyrimidine metabolism
Smic10019 SmicGene10019	ko00195 Photosynthesis
Smic11949 SmicGene11949	ko04626 Plant-pathogen interaction
Smic26256 SmicGene26256	ko00260 Glycine, serine and threonine metabolism;ko00620 Pyruvate metabolism;ko00630 Glyoxylate and dicarboxylate metabolism
Smic13270 SmicGene13270	ko01053 Biosynthesis of siderophore group nonribosomal peptides;ko01061 Biosynthesis of phenylpropanoids
Smic27664 SmicGene27664	ko00480 Glutathione metabolism;ko00053 Ascorbate and aldarate metabolism
Smic9548 SmicGene9548	ko04626 Plant-pathogen interaction
Smic9246 SmicGene9246	ko02010 ABC transporters
Smic36135 SmicGene36135	ko00910 Nitrogen metabolism
Smic28761 SmicGene28761	ko04912 GnRH signaling pathway;ko05410 Hypertrophic cardiomyopathy (HCM);ko04020 Calcium signaling pathway;ko04930 Type II diabetes mellitus;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04270 Vascular smooth muscle contraction;ko04260 Cardiac muscle contraction;ko05414 Dilated cardiomyopathy;ko05010 Alzheimer's disease;ko04010 MAPK signaling pathway
Smic15106 SmicGene15106	ko00628 Fluorene degradation;ko00626 Naphthalene and anthracene degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic12905 SmicGene12905	ko03010 Ribosome
Smic42134 SmicGene42134	ko00310 Lysine degradation;ko00631 1,2-Dichloroethane degradation;ko00561 Glycerolipid metabolism;ko00053 Ascorbate and aldarate metabolism;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00641 3-Chloroacrylic acid degradation;ko00010 Glycolysis / Gluconeogenesis;ko00330 Arginine and proline metabolism;ko00410 beta-Alanine metabolism;ko00340 Histidine metabolism;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic32367 SmicGene32367	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00770 Pantothenate and CoA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic11275 SmicGene11275	ko03030 DNA replication;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Smic15231 SmicGene15231	ko03060 Protein export
Smic96 SmicGene96	ko00533 Keratan sulfate biosynthesis
Smic20273 SmicGene20273	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
Smic39593 SmicGene39593	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic12743 SmicGene12743	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic36198 SmicGene36198	ko03040 Spliceosome;ko04120 Ubiquitin mediated proteolysis
Smic25225 SmicGene25225	ko03010 Ribosome
Smic28291 SmicGene28291	ko00670 One carbon pool by folate;ko00260 Glycine, serine and threonine metabolism;ko00460 Cyanoamino acid metabolism;ko00680 Methane metabolism
Smic3825 SmicGene3825	ko03040 Spliceosome
Smic27737 SmicGene27737	ko04080 Neuroactive ligand-receptor interaction
Smic10235 SmicGene10235	ko00720 Reductive carboxylate cycle (CO2 fixation);ko00620 Pyruvate metabolism
Smic6076 SmicGene6076	ko04530 Tight junction;ko04010 MAPK signaling pathway
Smic21836 SmicGene21836	ko00240 Pyrimidine metabolism
Smic25259 SmicGene25259	ko00230 Purine metabolism;ko01070 Biosynthesis of plant hormones
Smic34773 SmicGene34773	ko00965 Betalain biosynthesis;ko00350 Tyrosine metabolism;ko00140 Steroid hormone biosynthesis
Smic22779 SmicGene22779	ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
Smic9183 SmicGene9183	ko00760 Nicotinate and nicotinamide metabolism
Smic856 SmicGene856	ko00970 Aminoacyl-tRNA biosynthesis
Smic10504 SmicGene10504	ko00970 Aminoacyl-tRNA biosynthesis
Smic11888 SmicGene11888	ko00965 Betalain biosynthesis;ko00350 Tyrosine metabolism;ko00140 Steroid hormone biosynthesis
Smic38292 SmicGene38292	ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis
Smic1749 SmicGene1749	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Smic16728 SmicGene16728	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic25730 SmicGene25730	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Smic39485 SmicGene39485	ko00770 Pantothenate and CoA biosynthesis
Smic11850 SmicGene11850	ko04115 p53 signaling pathway;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Smic41425 SmicGene41425	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Smic42124 SmicGene42124	ko04115 p53 signaling pathway
Smic38517 SmicGene38517	ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05416 Viral myocarditis;ko04670 Leukocyte transendothelial migration;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05414 Dilated cardiomyopathy;ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection;ko04520 Adherens junction;ko05110 Vibrio cholerae infection
Smic13457 SmicGene13457	ko04146 Peroxisome;ko00592 alpha-Linolenic acid metabolism;ko03320 PPAR signaling pathway;ko01070 Biosynthesis of plant hormones;ko00071 Fatty acid metabolism;ko01040 Biosynthesis of unsaturated fatty acids
Smic44796 SmicGene44796	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism;ko00330 Arginine and proline metabolism;ko02020 Two-component system
Smic38114 SmicGene38114	ko00280 Valine, leucine and isoleucine degradation
Smic39649 SmicGene39649	ko00280 Valine, leucine and isoleucine degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism
Smic37177 SmicGene37177	ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05416 Viral myocarditis;ko04670 Leukocyte transendothelial migration;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05414 Dilated cardiomyopathy;ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection;ko04520 Adherens junction;ko05110 Vibrio cholerae infection
Smic23623 SmicGene23623	ko03040 Spliceosome
Smic13237 SmicGene13237	ko05016 Huntington's disease
Smic14884 SmicGene14884	ko04111 Cell cycle - yeast
Smic337 SmicGene337	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Smic30190 SmicGene30190	ko00240 Pyrimidine metabolism
Smic16026 SmicGene16026	ko05010 Alzheimer's disease
Smic26756 SmicGene26756	ko00590 Arachidonic acid metabolism
Smic19191 SmicGene19191	ko00860 Porphyrin and chlorophyll metabolism
Smic4325 SmicGene4325	ko04142 Lysosome
Smic34408 SmicGene34408	ko03450 Non-homologous end-joining
Smic28937 SmicGene28937	ko04120 Ubiquitin mediated proteolysis
Smic12470 SmicGene12470	ko03040 Spliceosome
Smic48320 SmicGene48320	ko03010 Ribosome
Smic20712 SmicGene20712	ko00270 Cysteine and methionine metabolism;ko01070 Biosynthesis of plant hormones
Smic42860 SmicGene42860	ko04113 Meiosis - yeast
Smic745 SmicGene745	ko04111 Cell cycle - yeast
Smic35527 SmicGene35527	ko04111 Cell cycle - yeast
Smic39773 SmicGene39773	ko04621 NOD-like receptor signaling pathway;ko05200 Pathways in cancer;ko04612 Antigen processing and presentation;ko05215 Prostate cancer;ko04914 Progesterone-mediated oocyte maturation;ko04626 Plant-pathogen interaction
Smic31139 SmicGene31139	ko00480 Glutathione metabolism
Smic20703 SmicGene20703	ko00190 Oxidative phosphorylation
Smic29393 SmicGene29393	ko00600 Sphingolipid metabolism
Smic2663 SmicGene2663	ko03040 Spliceosome
Smic39119 SmicGene39119	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic45737 SmicGene45737	ko00230 Purine metabolism
Smic30032 SmicGene30032	ko00230 Purine metabolism;ko04113 Meiosis - yeast
Smic19030 SmicGene19030	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic38693 SmicGene38693	ko00983 Drug metabolism - other enzymes;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic35710 SmicGene35710	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko04146 Peroxisome;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00650 Butanoate metabolism;ko00640 Propanoate metabolism
Smic24225 SmicGene24225	ko04612 Antigen processing and presentation
Smic22728 SmicGene22728	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko03020 RNA polymerase
Smic17776 SmicGene17776	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko04146 Peroxisome;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00480 Glutathione metabolism;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic5792 SmicGene5792	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic7045 SmicGene7045	ko00970 Aminoacyl-tRNA biosynthesis
Smic35227 SmicGene35227	ko00780 Biotin metabolism
Smic28982 SmicGene28982	ko04622 RIG-I-like receptor signaling pathway
Smic28099 SmicGene28099	ko04320 Dorso-ventral axis formation
Smic40005 SmicGene40005	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Smic29132 SmicGene29132	ko00250 Alanine, aspartate and glutamate metabolism;ko00710 Carbon fixation in photosynthetic organisms;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
Smic36355 SmicGene36355	ko04626 Plant-pathogen interaction
Smic45293 SmicGene45293	ko00270 Cysteine and methionine metabolism
Smic20241 SmicGene20241	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic40889 SmicGene40889	ko03018 RNA degradation
Smic6125 SmicGene6125	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Smic5979 SmicGene5979	ko00906 Carotenoid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids
Smic23959 SmicGene23959	ko00270 Cysteine and methionine metabolism
Smic33918 SmicGene33918	ko00520 Amino sugar and nucleotide sugar metabolism
Smic5216 SmicGene5216	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00240 Pyrimidine metabolism;ko00760 Nicotinate and nicotinamide metabolism
Smic16641 SmicGene16641	ko00330 Arginine and proline metabolism
Smic38706 SmicGene38706	ko00500 Starch and sucrose metabolism
Smic9296 SmicGene9296	ko00670 One carbon pool by folate;ko00630 Glyoxylate and dicarboxylate metabolism
Smic27225 SmicGene27225	ko04626 Plant-pathogen interaction
Smic28090 SmicGene28090	ko00030 Pentose phosphate pathway;ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01070 Biosynthesis of plant hormones
Smic19230 SmicGene19230	ko05110 Vibrio cholerae infection
Smic26400 SmicGene26400	ko04626 Plant-pathogen interaction
Smic10893 SmicGene10893	ko03420 Nucleotide excision repair
Smic14558 SmicGene14558	ko00910 Nitrogen metabolism
Smic15360 SmicGene15360	ko00230 Purine metabolism;ko00480 Glutathione metabolism;ko00240 Pyrimidine metabolism
Smic29541 SmicGene29541	ko00052 Galactose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Smic37111 SmicGene37111	ko00440 Phosphonate and phosphinate metabolism
Smic25660 SmicGene25660	ko04080 Neuroactive ligand-receptor interaction
Smic32203 SmicGene32203	ko04120 Ubiquitin mediated proteolysis
Smic1577 SmicGene1577	ko04146 Peroxisome;ko00760 Nicotinate and nicotinamide metabolism
Smic273 SmicGene273	ko04612 Antigen processing and presentation;ko03040 Spliceosome;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Smic25358 SmicGene25358	ko04146 Peroxisome
Smic2289 SmicGene2289	ko02010 ABC transporters
Smic25026 SmicGene25026	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00983 Drug metabolism - other enzymes
Smic15823 SmicGene15823	ko00910 Nitrogen metabolism;ko00670 One carbon pool by folate;ko00260 Glycine, serine and threonine metabolism
Smic23830 SmicGene23830	ko03010 Ribosome
Smic5733 SmicGene5733	ko00230 Purine metabolism
Smic4199 SmicGene4199	ko00510 N-Glycan biosynthesis
Smic30013 SmicGene30013	ko03010 Ribosome
Smic20155 SmicGene20155	ko00930 Caprolactam degradation;ko00010 Glycolysis / Gluconeogenesis;ko00561 Glycerolipid metabolism
Smic8065 SmicGene8065	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic33733 SmicGene33733	ko04920 Adipocytokine signaling pathway;ko04150 mTOR signaling pathway;ko05410 Hypertrophic cardiomyopathy (HCM);ko04910 Insulin signaling pathway;ko04140 Regulation of autophagy
Smic11787 SmicGene11787	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko00052 Galactose metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
