Spis23051 SpisGene23051	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis104 SpisGene104	ko04742 Taste transduction;ko04960 Aldosterone-regulated sodium reabsorption
Spis2277 SpisGene2277	ko04114 Oocyte meiosis;ko04110 Cell cycle;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis13241 SpisGene13241	ko03040 Spliceosome
Spis15298 SpisGene15298	ko04514 Cell adhesion molecules (CAMs)
Spis3290 SpisGene3290	ko04120 Ubiquitin mediated proteolysis
Spis21311 SpisGene21311	ko03050 Proteasome
Spis17240 SpisGene17240	ko05016 Huntington's disease
Spis237 SpisGene237	ko04080 Neuroactive ligand-receptor interaction;ko05414 Dilated cardiomyopathy;ko04020 Calcium signaling pathway;ko04540 Gap junction;ko04144 Endocytosis
Spis1374 SpisGene1374	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis14948 SpisGene14948	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis19311.t1 SpisGene19311	ko04340 Hedgehog signaling pathway
Spis22735 SpisGene22735	ko04010 MAPK signaling pathway
Spis7099 SpisGene7099	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00632 Benzoate degradation via CoA ligation;ko00281 Geraniol degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis7999 SpisGene7999	ko04080 Neuroactive ligand-receptor interaction
Spis2938 SpisGene2938	ko04360 Axon guidance
Spis10109 SpisGene10109	ko04623 Cytosolic DNA-sensing pathway
Spis2437 SpisGene2437	ko03040 Spliceosome
Spis14252 SpisGene14252	ko00330 Arginine and proline metabolism
Spis1038 SpisGene1038	ko04080 Neuroactive ligand-receptor interaction
Spis14150 SpisGene14150	ko00770 Pantothenate and CoA biosynthesis
Spis7366 SpisGene7366	ko04340 Hedgehog signaling pathway
Spis18207 SpisGene18207	ko04360 Axon guidance
Spis18508 SpisGene18508	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00340 Histidine metabolism
Spis41 SpisGene41	ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
Spis23884 SpisGene23884	ko03440 Homologous recombination
Spis25617 SpisGene25617	ko03410 Base excision repair
Spis15449 SpisGene15449	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis22612 SpisGene22612	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis24529 SpisGene24529	ko04144 Endocytosis
Spis14155 SpisGene14155	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis22540 SpisGene22540	ko04610 Complement and coagulation cascades
Spis13112.t1 SpisGene13112	ko04614 Renin-angiotensin system
Spis14653 SpisGene14653	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis3284 SpisGene3284	ko04514 Cell adhesion molecules (CAMs)
Spis7959 SpisGene7959	ko00930 Caprolactam degradation;ko00010 Glycolysis / Gluconeogenesis;ko00561 Glycerolipid metabolism
Spis3305 SpisGene3305	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism
Spis12714 SpisGene12714	ko00532 Chondroitin sulfate biosynthesis
Spis23138 SpisGene23138	ko03040 Spliceosome
Spis10749 SpisGene10749	ko05200 Pathways in cancer;ko03440 Homologous recombination;ko05212 Pancreatic cancer
Spis16422 SpisGene16422	ko04144 Endocytosis
Spis16353 SpisGene16353	ko00100 Steroid biosynthesis
Spis9333 SpisGene9333	ko00480 Glutathione metabolism
Spis18989 SpisGene18989	ko04670 Leukocyte transendothelial migration
Spis16394 SpisGene16394	ko00030 Pentose phosphate pathway
Spis978 SpisGene978	ko04115 p53 signaling pathway
Spis8764 SpisGene8764	ko03022 Basal transcription factors;ko03420 Nucleotide excision repair
Spis16349 SpisGene16349	ko04142 Lysosome
Spis4980 SpisGene4980	ko04146 Peroxisome
Spis21523 SpisGene21523	ko02010 ABC transporters
Spis3234 SpisGene3234	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis182 SpisGene182	ko04120 Ubiquitin mediated proteolysis
Spis25047 SpisGene25047	ko03410 Base excision repair;ko03430 Mismatch repair;ko03030 DNA replication;ko03420 Nucleotide excision repair
Spis1223 SpisGene1223	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis2542 SpisGene2542	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Spis5627 SpisGene5627	ko00750 Vitamin B6 metabolism;ko00260 Glycine, serine and threonine metabolism
Spis18377 SpisGene18377	ko00121 Secondary bile acid biosynthesis;ko00120 Primary bile acid biosynthesis
Spis25461 SpisGene25461	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis5947 SpisGene5947	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis15664 SpisGene15664	ko00930 Caprolactam degradation;ko00010 Glycolysis / Gluconeogenesis;ko00561 Glycerolipid metabolism
Spis25180 SpisGene25180	ko00061 Fatty acid biosynthesis;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00253 Tetracycline biosynthesis
Spis17177 SpisGene17177	ko00970 Aminoacyl-tRNA biosynthesis;ko00860 Porphyrin and chlorophyll metabolism
Spis11052 SpisGene11052	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis2867 SpisGene2867	ko02010 ABC transporters;ko04142 Lysosome
Spis4842 SpisGene4842	ko00260 Glycine, serine and threonine metabolism
Spis21130 SpisGene21130	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis22151.t1 SpisGene22151	ko03440 Homologous recombination
Spis23223 SpisGene23223	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis3521 SpisGene3521	ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
Spis14126 SpisGene14126	ko04512 ECM-receptor interaction;ko04514 Cell adhesion molecules (CAMs);ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05414 Dilated cardiomyopathy;ko05222 Small cell lung cancer
Spis293 SpisGene293	ko00830 Retinol metabolism;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00982 Drug metabolism - cytochrome P450;ko00140 Steroid hormone biosynthesis
Spis18902 SpisGene18902	ko04610 Complement and coagulation cascades
Spis13537 SpisGene13537	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis2375 SpisGene2375	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Spis14071 SpisGene14071	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis19471 SpisGene19471	ko00590 Arachidonic acid metabolism
Spis1832 SpisGene1832	ko05130 Pathogenic Escherichia coli infection
Spis3593 SpisGene3593	ko04080 Neuroactive ligand-receptor interaction;ko04810 Regulation of actin cytoskeleton;ko04020 Calcium signaling pathway
Spis1275.t1 SpisGene1275	ko04512 ECM-receptor interaction;ko04514 Cell adhesion molecules (CAMs);ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko04670 Leukocyte transendothelial migration;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05200 Pathways in cancer;ko04360 Axon guidance;ko05222 Small cell lung cancer;ko05414 Dilated cardiomyopathy;ko05130 Pathogenic Escherichia coli infection
Spis11298 SpisGene11298	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
Spis14276 SpisGene14276	ko04622 RIG-I-like receptor signaling pathway
Spis16397 SpisGene16397	ko04950 Maturity onset diabetes of the young;ko04330 Notch signaling pathway
Spis15260 SpisGene15260	ko00280 Valine, leucine and isoleucine degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism
Spis13128 SpisGene13128	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis11361 SpisGene11361	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton
Spis16763 SpisGene16763	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis14585 SpisGene14585	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis17345 SpisGene17345	ko05215 Prostate cancer;ko04916 Melanogenesis;ko05016 Huntington's disease
Spis21619 SpisGene21619	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis23956 SpisGene23956	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis22231 SpisGene22231	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis14744 SpisGene14744	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism;ko04142 Lysosome
Spis22488 SpisGene22488	ko03022 Basal transcription factors
Spis12851 SpisGene12851	ko02010 ABC transporters
Spis19235 SpisGene19235	ko04080 Neuroactive ligand-receptor interaction
Spis7555 SpisGene7555	ko03022 Basal transcription factors
Spis16402 SpisGene16402	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
Spis19923 SpisGene19923	ko04612 Antigen processing and presentation;ko03040 Spliceosome;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis21084 SpisGene21084	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis9309 SpisGene9309	ko04111 Cell cycle - yeast
Spis10118 SpisGene10118	ko05200 Pathways in cancer;ko05222 Small cell lung cancer
Spis24334 SpisGene24334	ko00590 Arachidonic acid metabolism;ko00450 Selenoamino acid metabolism;ko00430 Taurine and hypotaurine metabolism;ko00480 Glutathione metabolism;ko00460 Cyanoamino acid metabolism
Spis18699 SpisGene18699	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis14131.t1 SpisGene14131	ko04512 ECM-receptor interaction;ko04514 Cell adhesion molecules (CAMs);ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05414 Dilated cardiomyopathy;ko05222 Small cell lung cancer
Spis21135 SpisGene21135	ko00592 alpha-Linolenic acid metabolism;ko04912 GnRH signaling pathway;ko00565 Ether lipid metabolism;ko04370 VEGF signaling pathway;ko00564 Glycerophospholipid metabolism;ko00590 Arachidonic acid metabolism;ko04270 Vascular smooth muscle contraction;ko04730 Long-term depression;ko00591 Linoleic acid metabolism;ko04664 Fc epsilon RI signaling pathway;ko04010 MAPK signaling pathway
Spis14961 SpisGene14961	ko04020 Calcium signaling pathway
Spis17473 SpisGene17473	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04010 MAPK signaling pathway
Spis13282.t1 SpisGene13282	ko04120 Ubiquitin mediated proteolysis
Spis3775 SpisGene3775	ko04080 Neuroactive ligand-receptor interaction;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04020 Calcium signaling pathway;ko05014 Amyotrophic lateral sclerosis (ALS);ko05016 Huntington's disease
Spis23251 SpisGene23251	ko04080 Neuroactive ligand-receptor interaction
Spis12756 SpisGene12756	ko04146 Peroxisome;ko00592 alpha-Linolenic acid metabolism;ko03320 PPAR signaling pathway;ko01070 Biosynthesis of plant hormones;ko00071 Fatty acid metabolism;ko01040 Biosynthesis of unsaturated fatty acids
Spis9283 SpisGene9283	ko04080 Neuroactive ligand-receptor interaction
Spis6146 SpisGene6146	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
Spis10982 SpisGene10982	ko04080 Neuroactive ligand-receptor interaction
Spis5413 SpisGene5413	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Spis1336 SpisGene1336	ko00513 High-mannose type N-glycan biosynthesis;ko00510 N-Glycan biosynthesis
Spis7737 SpisGene7737	ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04010 MAPK signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis6551 SpisGene6551	ko00230 Purine metabolism
Spis2527 SpisGene2527	ko00511 Other glycan degradation
Spis15791 SpisGene15791	ko00561 Glycerolipid metabolism
Spis19779 SpisGene19779	ko04310 Wnt signaling pathway
Spis14884 SpisGene14884	ko01061 Biosynthesis of phenylpropanoids;ko00940 Phenylpropanoid biosynthesis;ko00680 Methane metabolism;ko00360 Phenylalanine metabolism
Spis17618 SpisGene17618	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis9329 SpisGene9329	ko03018 RNA degradation
Spis410 SpisGene410	ko03060 Protein export
Spis24444 SpisGene24444	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis19389 SpisGene19389	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05219 Bladder cancer;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis6726 SpisGene6726	ko00051 Fructose and mannose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Spis11859 SpisGene11859	ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04370 VEGF signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05200 Pathways in cancer;ko04360 Axon guidance;ko04011 MAPK signaling pathway - yeast;ko04530 Tight junction;ko05211 Renal cell carcinoma;ko04660 T cell receptor signaling pathway;ko04520 Adherens junction;ko04670 Leukocyte transendothelial migration;ko04062 Chemokine signaling pathway;ko04144 Endocytosis;ko04510 Focal adhesion;ko05130 Pathogenic Escherichia coli infection;ko04010 MAPK signaling pathway
Spis24943 SpisGene24943	ko00780 Biotin metabolism
Spis943 SpisGene943	ko04080 Neuroactive ligand-receptor interaction
Spis779.t1 SpisGene779	ko03018 RNA degradation
Spis20725 SpisGene20725	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis20642 SpisGene20642	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis1283 SpisGene1283	ko00380 Tryptophan metabolism;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00982 Drug metabolism - cytochrome P450;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Spis18778 SpisGene18778	ko04080 Neuroactive ligand-receptor interaction
Spis13657 SpisGene13657	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
Spis2615 SpisGene2615	ko03060 Protein export
Spis7525 SpisGene7525	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis13785 SpisGene13785	ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis
Spis18449 SpisGene18449	ko04360 Axon guidance
Spis10510 SpisGene10510	ko00053 Ascorbate and aldarate metabolism
Spis7321 SpisGene7321	ko00600 Sphingolipid metabolism
Spis22054 SpisGene22054	ko04810 Regulation of actin cytoskeleton
Spis14103 SpisGene14103	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko04142 Lysosome;ko00603 Glycosphingolipid biosynthesis - globo series;ko00520 Amino sugar and nucleotide sugar metabolism
Spis446 SpisGene446	ko00592 alpha-Linolenic acid metabolism;ko04912 GnRH signaling pathway;ko00565 Ether lipid metabolism;ko04370 VEGF signaling pathway;ko00564 Glycerophospholipid metabolism;ko00590 Arachidonic acid metabolism;ko04270 Vascular smooth muscle contraction;ko04730 Long-term depression;ko00591 Linoleic acid metabolism;ko04664 Fc epsilon RI signaling pathway;ko04010 MAPK signaling pathway
Spis886 SpisGene886	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis4782 SpisGene4782	ko04120 Ubiquitin mediated proteolysis
Spis13856 SpisGene13856	ko00230 Purine metabolism;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko04930 Type II diabetes mellitus;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
